.VERSION 1.0
.SEGMENT CHARACTER 50 OK "5"

.PEN_DOWN
115 120
112 120
109 120
106 118
100 116
91 112
83 109
75 106
68 104
59 101
53 101
48 101
44 101
39 101
36 101
33 101
31 100
30 97
28 94
28 89
27 86
25 80
24 77
22 72
21 66
19 65
19 60
19 60
22 60
25 62
30 65
36 65
42 66
45 66
50 66
54 63
59 62
63 57
66 54
69 50
72 44
74 39
75 31
75 27
74 22
72 18
68 10
66 7
62 4
54 1
50 0
42 0
36 0
30 3
24 4
18 7
10 10
6 13
3 15
0 15
.PEN_UP

.SEGMENT CHARACTER 51 OK "5"

.PEN_DOWN
127 120
124 118
121 115
115 111
106 106
97 103
84 97
75 96
66 94
58 93
54 94
48 97
43 100
40 103
37 105
36 106
33 106
33 103
31 99
28 93
27 91
25 84
22 75
21 69
19 64
19 60
18 57
19 54
21 55
24 55
25 57
28 57
36 60
42 60
48 61
57 61
64 60
69 57
75 55
81 49
84 48
88 45
93 37
94 33
94 27
94 22
93 15
90 10
85 7
76 3
72 1
64 0
55 0
42 0
33 1
24 4
16 6
10 7
4 7
0 9
.PEN_UP

.SEGMENT CHARACTER 52 OK "5"

.PEN_DOWN
132 120
132 120
126 116
120 114
109 111
94 106
84 106
78 106
70 106
61 106
53 109
46 111
42 114
39 116
37 118
32 120
30 118
27 114
24 109
22 108
20 101
17 94
13 84
10 77
8 72
6 70
5 65
5 61
8 61
12 61
17 63
22 65
32 65
39 65
46 66
54 65
63 63
66 61
70 60
75 56
82 48
85 42
87 37
87 36
89 27
89 22
85 18
80 12
77 8
73 8
68 5
54 1
46 0
36 0
24 1
18 3
13 5
6 8
3 8
0 10
.PEN_UP

.SEGMENT CHARACTER 53 OK "5"

.PEN_DOWN
123 120
123 118
121 116
118 116
112 112
101 112
98 110
81 109
72 109
67 109
60 109
52 110
47 112
41 112
38 114
38 116
34 114
32 110
32 109
29 105
27 98
27 96
23 85
21 78
20 74
18 70
16 65
16 65
16 63
20 67
23 69
27 72
34 74
38 76
43 78
56 76
60 74
65 74
72 69
78 65
83 60
87 50
89 49
90 40
92 32
92 25
90 20
85 14
81 12
69 5
58 3
52 1
41 0
30 0
25 0
16 3
9 7
7 7
1 10
0 12
.PEN_UP

.SEGMENT CHARACTER 54 OK "5"

.PEN_DOWN
129 111
124 110
116 108
113 107
105 105
95 105
87 105
77 105
71 107
68 108
60 110
53 113
51 115
48 118
45 120
43 118
42 113
40 108
38 107
34 97
34 90
32 87
30 79
29 74
29 72
27 68
29 66
30 66
34 66
38 68
45 69
51 69
58 71
63 71
71 71
77 69
79 68
89 63
94 58
97 56
102 48
103 43
103 40
103 32
100 25
100 22
95 17
85 9
82 8
74 3
64 1
61 0
45 1
34 3
30 4
21 8
11 14
8 14
3 17
0 19
.PEN_UP

.SEGMENT CHARACTER 55 OK "5"

.PEN_DOWN
127 120
125 120
121 116
118 116
111 112
105 112
91 111
88 111
79 111
75 111
68 112
65 114
60 116
58 116
56 118
54 120
51 114
47 107
47 104
44 97
44 93
40 88
40 84
38 79
37 75
37 74
38 74
40 74
42 75
49 75
52 75
60 77
70 77
74 75
79 74
81 74
86 68
90 65
95 58
97 52
98 45
98 40
98 33
98 30
97 19
95 14
88 10
82 5
74 1
65 0
60 0
51 0
45 1
31 7
26 10
17 14
14 15
3 22
1 22
0 24
.PEN_UP

.SEGMENT CHARACTER 56 OK "5"

.PEN_DOWN
126 120
124 120
123 116
118 112
115 110
102 107
91 107
88 107
77 107
70 107
65 109
54 110
48 112
46 113
42 115
38 115
35 115
34 113
31 109
29 105
26 98
21 84
18 74
18 71
17 65
17 62
17 59
20 60
24 63
26 65
32 68
40 73
45 74
54 76
60 76
65 76
70 74
79 71
81 68
85 65
90 59
91 52
95 48
95 40
93 34
91 26
88 18
84 14
81 10
70 4
60 1
57 1
42 0
32 1
29 1
17 6
10 7
7 7
4 10
0 10
.PEN_UP

.SEGMENT CHARACTER 57 OK "5"

.PEN_DOWN
123 116
123 116
120 116
116 116
109 118
101 118
94 118
80 120
72 120
66 120
58 120
54 118
46 116
42 116
41 114
39 113
37 108
37 108
34 99
32 92
32 89
32 84
32 80
30 73
30 68
30 68
30 63
32 63
34 63
37 66
39 66
46 68
56 70
60 70
68 70
75 68
77 68
84 66
89 61
90 60
94 53
96 48
96 41
96 32
94 27
92 20
85 15
84 12
73 5
63 1
58 1
48 0
37 0
29 1
20 5
15 8
6 13
1 17
0 17
0 18
.PEN_UP

.SEGMENT CHARACTER 58 OK "5"

.PEN_DOWN
135 120
135 116
129 114
127 110
121 108
118 106
108 105
103 105
95 105
90 105
76 106
73 108
67 110
65 112
61 114
60 116
54 120
52 120
50 116
48 112
46 108
43 103
41 97
39 91
37 90
35 80
35 80
35 76
35 76
41 76
43 76
50 76
63 80
69 80
76 80
80 78
88 76
91 75
97 69
99 65
103 58
106 48
106 41
106 37
103 26
99 22
95 16
84 7
78 3
69 0
63 0
48 0
43 0
33 3
24 5
16 7
13 9
5 13
3 13
0 15
.PEN_UP

.SEGMENT CHARACTER 59 OK "5"

.PEN_DOWN
123 120
121 116
120 113
116 111
111 108
106 106
101 104
91 103
86 103
79 103
70 104
67 106
60 108
55 111
54 113
50 113
50 114
47 114
45 113
43 111
42 106
40 103
37 98
35 91
33 87
32 79
32 76
33 76
37 76
40 76
45 77
50 81
59 81
64 82
67 82
74 82
84 79
86 77
91 72
96 67
99 62
104 50
104 45
104 37
104 27
103 23
96 15
92 10
87 6
76 1
69 0
59 0
47 1
40 3
30 6
25 8
15 11
6 15
3 18
0 18
.PEN_UP

.SEGMENT CHARACTER 60 OK "6"

.PEN_DOWN
51 120
49 118
47 118
43 114
39 112
37 110
29 102
25 94
19 86
15 82
11 74
5 60
3 53
1 47
0 39
0 31
0 25
0 17
0 13
5 9
9 5
15 3
17 1
23 0
33 0
43 0
49 0
60 1
70 3
80 7
90 11
98 15
106 19
112 25
118 31
121 35
125 43
127 49
127 57
127 59
127 62
123 66
121 68
120 68
116 68
106 68
102 68
96 66
92 64
86 60
78 57
70 51
68 47
64 41
60 35
55 25
55 21
51 13
51 9
51 5
.PEN_UP

.SEGMENT CHARACTER 61 OK "6"

.PEN_DOWN
38 119
36 118
33 113
31 109
27 104
26 100
19 90
15 86
12 78
10 74
6 66
5 62
1 50
0 48
0 40
0 36
0 29
0 27
3 19
3 15
6 12
8 8
13 5
17 5
26 3
29 1
36 0
40 1
52 3
55 6
67 12
71 13
85 22
86 26
92 33
93 36
99 41
99 45
100 52
100 53
100 59
99 60
97 62
95 64
92 66
88 67
81 67
78 67
73 64
69 64
64 60
60 57
57 48
55 45
52 36
48 27
48 20
46 17
46 12
48 6
.PEN_UP

.SEGMENT CHARACTER 62 OK "6"

.PEN_DOWN
55 120
53 120
49 116
49 116
44 112
35 105
33 101
25 96
20 88
18 86
14 79
9 72
7 66
3 59
3 55
1 48
0 40
0 35
1 27
1 22
3 20
7 14
9 12
16 7
22 5
25 3
31 1
36 0
40 0
51 0
57 0
64 0
72 1
75 1
86 7
90 11
97 14
105 20
110 27
116 35
118 42
118 44
118 49
118 53
116 57
114 59
108 60
103 60
97 60
90 59
84 57
75 53
72 49
66 48
60 42
57 35
55 31
51 25
51 22
51 18
.PEN_UP

.SEGMENT CHARACTER 63 OK "6"

.PEN_DOWN
77 120
73 118
72 116
68 114
62 110
59 107
55 103
51 99
38 86
35 81
31 75
25 72
18 60
14 55
11 49
3 40
0 31
0 27
0 24
0 18
0 14
1 12
5 7
11 3
14 3
20 1
24 1
36 0
42 0
55 1
60 3
73 5
81 7
88 9
99 12
105 14
114 18
118 20
121 24
125 27
127 29
127 33
129 38
127 44
125 46
123 48
118 51
114 53
112 53
103 53
94 49
88 48
83 44
73 36
70 33
66 27
62 22
60 9
60 5
62 3
.PEN_UP

.SEGMENT CHARACTER 64 OK "6"

.PEN_DOWN
27 120
27 116
25 115
21 108
21 105
16 98
12 92
11 87
8 79
6 76
3 66
3 63
1 58
0 45
0 42
0 35
0 32
1 25
1 22
4 17
8 12
9 11
12 6
16 4
19 3
27 0
30 0
37 0
40 0
48 3
53 3
56 6
71 11
74 14
82 21
85 24
89 29
94 37
95 40
100 48
100 51
100 56
98 58
97 58
94 61
92 61
82 61
79 61
76 60
69 56
63 50
58 45
56 42
53 35
50 32
50 27
48 19
48 16
48 12
48 11
.PEN_UP

.SEGMENT CHARACTER 65 OK "6"

.PEN_DOWN
38 120
37 116
35 113
32 110
29 104
26 101
23 96
17 85
14 79
10 74
7 65
6 60
4 56
1 42
1 38
1 35
0 28
0 24
0 21
1 15
3 12
4 10
7 6
14 3
15 1
18 1
26 0
29 0
34 0
48 1
51 4
56 4
63 9
68 10
71 14
77 20
82 29
84 32
85 42
85 46
85 49
85 52
84 59
82 60
81 62
74 65
71 65
68 65
62 63
59 62
51 57
45 49
43 46
40 42
35 35
35 31
34 26
32 17
32 12
34 9
.PEN_UP

.SEGMENT CHARACTER 66 OK "6"

.PEN_DOWN
45 120
43 116
43 116
41 113
38 108
36 105
33 101
30 96
25 88
21 83
18 78
13 68
8 58
6 53
5 48
3 43
1 35
0 30
0 26
1 18
3 15
5 10
6 8
10 5
13 1
16 0
20 0
26 0
31 0
36 1
43 1
56 6
63 8
68 11
76 16
85 23
88 26
91 30
95 36
96 40
96 43
96 46
91 51
90 53
86 53
83 53
75 53
70 51
66 50
53 43
50 40
46 35
43 31
40 25
36 18
36 15
36 13
36 8
38 5
40 3
.PEN_UP

.SEGMENT CHARACTER 67 OK "6"

.PEN_DOWN
39 120
39 118
39 116
37 110
35 108
33 105
28 95
24 90
18 78
16 75
15 69
7 56
5 50
3 46
1 39
1 35
0 28
0 24
1 20
3 13
3 11
7 5
9 3
13 3
16 1
24 0
28 0
35 1
41 1
50 3
54 5
60 7
73 13
76 16
84 24
86 26
90 31
93 43
93 46
93 50
93 56
91 58
86 65
82 65
80 65
73 65
69 65
56 60
52 58
48 56
39 45
37 41
33 35
30 28
30 24
30 16
30 11
30 7
31 1
33 0
.PEN_UP

.SEGMENT CHARACTER 68 OK "6"

.PEN_DOWN
51 120
51 120
49 116
49 114
47 110
41 104
38 99
32 95
28 89
24 85
13 66
11 60
7 55
5 51
1 40
0 36
0 30
0 22
1 19
3 11
5 9
7 5
9 3
11 1
20 0
24 0
32 0
38 0
49 1
57 3
62 5
70 9
78 13
87 20
93 24
95 28
100 36
102 43
102 45
102 49
102 51
100 55
97 59
91 60
85 60
81 60
78 59
66 57
62 55
59 51
55 49
49 40
47 34
43 28
41 24
41 19
41 11
41 9
41 5
41 1
.PEN_UP

.SEGMENT CHARACTER 69 OK "6"

.PEN_DOWN
26 120
26 120
26 118
25 113
23 112
22 110
20 104
18 101
15 94
12 86
11 82
7 74
6 69
4 60
3 56
1 52
0 41
0 36
0 30
1 25
1 22
3 17
6 12
11 7
12 4
15 3
22 1
25 0
36 0
41 0
45 1
55 4
58 4
67 9
72 12
80 18
86 26
90 30
93 37
94 42
96 45
96 53
94 56
93 60
90 61
90 61
83 63
78 61
72 60
69 58
66 56
61 53
58 50
55 45
53 42
50 37
48 33
48 30
50 25
50 22
.PEN_UP

.SEGMENT CHARACTER 70 OK "7"

.PEN_DOWN
0 109
0 107
2 107
4 105
6 103
8 101
12 99
16 99
24 99
30 99
36 99
54 101
65 103
73 105
83 107
91 109
99 109
107 111
113 113
120 113
130 115
134 117
138 117
142 117
146 120
148 120
150 120
154 120
154 120
156 120
154 120
154 117
152 115
150 113
146 109
144 107
142 103
134 93
132 89
126 83
124 77
120 73
115 67
109 61
107 54
99 44
97 40
93 36
89 30
87 28
85 22
81 18
77 12
75 10
73 8
71 6
71 4
69 4
67 2
67 0
.PEN_UP

.SEGMENT CHARACTER 71 OK "7"

.PEN_DOWN
0 120
0 116
0 114
1 114
3 111
3 111
5 107
10 105
14 104
15 104
19 104
22 104
28 105
31 105
42 107
52 109
58 109
60 111
65 111
70 112
77 114
91 116
97 116
100 116
104 116
105 107
121 102
130 109
116 116
112 116
111 116
111 114
109 112
107 111
100 105
98 102
91 93
88 88
84 84
79 79
77 74
70 65
67 60
63 52
58 45
54 38
52 37
47 26
47 22
45 19
44 15
42 14
40 14
38 10
38 7
37 7
37 5
35 3
35 1
35 0
.PEN_UP

.SEGMENT CHARACTER 72 OK "7"

.PEN_DOWN
0 120
1 118
3 118
5 116
7 116
11 114
15 112
25 110
31 108
39 108
45 106
53 104
60 104
68 104
76 104
92 104
98 104
106 106
112 106
118 108
123 108
127 110
131 110
135 112
139 112
141 114
145 116
147 118
145 114
143 114
141 110
137 108
133 106
131 102
125 98
121 92
116 88
112 82
100 70
96 64
90 59
84 53
80 47
76 43
70 37
68 33
64 31
62 25
55 17
53 15
51 11
49 9
47 7
45 5
43 1
41 1
39 0
39 0
.PEN_UP

.SEGMENT CHARACTER 73 OK "7"

.PEN_DOWN
1 120
1 120
0 120
0 118
0 114
1 112
1 110
3 108
7 107
11 105
14 105
18 103
24 103
29 103
36 105
44 105
59 107
64 108
70 108
77 108
88 110
92 110
96 110
97 110
97 110
99 112
97 110
96 110
94 108
92 105
88 101
84 97
81 94
75 86
72 81
68 75
62 70
59 62
51 51
48 46
44 38
40 33
36 27
33 24
31 18
27 14
25 11
24 7
20 3
18 1
18 0
.PEN_UP

.SEGMENT CHARACTER 74 OK "7"

.PEN_DOWN
0 110
1 108
5 105
8 105
13 103
18 103
23 103
28 103
35 103
48 103
55 103
60 105
66 105
73 106
78 108
81 108
86 110
90 111
93 113
96 116
98 116
101 118
103 118
103 120
101 118
100 116
98 116
96 113
93 110
90 108
88 105
85 100
81 96
78 91
75 85
70 78
65 70
60 63
56 56
53 51
50 45
46 40
43 35
36 25
35 20
31 16
28 13
26 10
25 8
23 5
21 3
21 1
20 1
18 0
.PEN_UP

.SEGMENT CHARACTER 75 OK "7"

.PEN_DOWN
8 118
10 116
12 114
14 112
17 112
19 111
22 111
26 111
35 109
42 109
45 109
51 111
58 111
61 111
67 112
72 112
75 114
82 116
86 116
88 118
90 118
91 120
93 120
93 118
91 116
90 114
88 111
84 107
82 105
79 100
75 97
70 91
63 81
58 75
54 70
49 63
44 56
38 51
35 44
30 38
26 33
21 30
14 19
12 15
10 14
8 10
7 8
5 7
3 5
3 5
3 3
1 1
0 0
.PEN_UP

.SEGMENT CHARACTER 76 OK "7"

.PEN_DOWN
0 120
0 118
0 116
1 116
3 112
5 111
7 111
14 107
19 107
24 105
30 105
37 105
44 105
51 107
58 107
65 109
70 109
75 111
84 111
88 112
91 112
93 112
95 112
97 112
97 114
97 112
93 111
91 109
90 107
88 104
84 102
81 97
77 93
68 84
65 79
61 74
58 68
54 63
49 58
47 52
42 47
38 42
31 31
30 26
28 22
26 19
24 15
22 12
21 10
19 8
19 7
17 3
15 1
15 1
15 0
.PEN_UP

.SEGMENT CHARACTER 77 OK "7"

.PEN_DOWN
0 107
0 106
1 104
5 102
6 102
10 100
13 100
17 100
22 100
33 100
38 100
43 102
48 102
53 106
59 106
64 107
67 109
71 111
76 111
81 114
85 116
86 116
88 118
92 119
92 119
92 118
90 116
88 114
86 111
85 107
83 104
80 100
78 95
74 90
71 85
67 80
60 69
57 64
53 60
50 55
48 50
45 45
41 40
38 36
36 33
31 26
27 22
26 19
24 17
22 13
20 12
19 10
17 8
15 6
13 5
13 3
12 1
12 0
.PEN_UP

.SEGMENT CHARACTER 78 OK "7"

.PEN_DOWN
0 106
0 101
2 101
4 99
6 96
9 96
13 96
20 96
25 96
34 96
43 96
53 96
64 99
73 101
80 101
87 106
99 108
106 110
110 113
110 113
113 117
115 117
117 120
115 120
113 120
110 117
108 115
106 113
101 108
96 103
94 99
90 94
85 87
80 83
78 76
73 71
69 64
62 53
57 46
55 39
50 34
48 30
46 25
43 20
41 18
36 11
36 9
34 6
34 6
32 4
30 4
27 0
.PEN_UP

.SEGMENT CHARACTER 79 OK "7"

.PEN_DOWN
1 120
1 120
0 116
1 114
1 112
3 111
5 109
8 107
10 105
15 102
24 100
30 100
37 100
42 100
49 100
56 100
65 102
72 102
77 104
88 105
93 107
98 109
102 109
104 109
105 111
109 111
111 111
109 111
107 109
105 107
104 105
100 102
98 100
95 95
90 88
86 82
82 77
79 72
75 68
72 63
70 56
65 51
63 45
56 37
54 31
51 28
49 24
47 21
45 17
44 14
42 12
42 8
40 5
38 5
38 1
37 1
37 0
35 0
.PEN_UP

.SEGMENT CHARACTER 80 OK "8"

.PEN_DOWN
65 106
66 108
68 111
68 115
66 115
65 118
61 120
60 120
55 120
46 118
43 116
28 110
18 106
15 105
8 101
3 96
1 93
0 91
0 88
0 86
0 83
3 78
8 73
10 71
15 68
25 61
28 58
33 53
40 48
43 46
50 40
53 35
55 31
55 28
56 25
55 23
53 18
46 13
45 10
38 6
31 3
23 0
21 0
18 1
16 1
15 5
10 10
8 20
8 23
6 40
8 48
10 53
13 61
21 71
23 75
30 81
35 86
38 88
41 91
45 93
.PEN_UP

.SEGMENT CHARACTER 81 OK "8"

.PEN_DOWN
66 115
66 116
64 118
61 120
58 120
53 120
46 118
35 115
27 113
23 112
16 107
10 106
6 101
3 98
1 93
1 87
1 86
3 81
4 80
7 75
13 70
20 66
24 61
29 58
35 53
41 47
43 46
44 40
46 36
46 32
46 26
44 21
44 18
40 10
36 7
35 6
30 3
26 1
21 0
16 0
13 0
10 1
7 4
4 7
3 13
1 18
0 27
1 35
4 43
7 49
15 58
21 64
24 67
32 75
36 78
43 83
46 86
47 87
50 92
52 95
.PEN_UP

.SEGMENT CHARACTER 82 OK "8"

.PEN_DOWN
79 116
79 116
76 120
72 120
71 120
66 120
58 120
48 118
43 116
27 111
19 108
11 105
8 103
4 100
1 95
1 92
1 90
4 85
6 82
11 77
16 72
22 68
27 63
30 61
40 56
43 50
47 47
48 45
50 40
50 32
50 29
48 25
47 21
45 17
45 16
42 11
37 6
35 4
32 3
25 1
22 0
17 0
12 1
9 4
4 8
0 14
0 17
0 24
0 29
1 34
8 45
14 53
21 61
27 68
34 74
42 77
45 82
48 82
51 85
53 87
.PEN_UP

.SEGMENT CHARACTER 83 OK "8"

.PEN_DOWN
60 119
59 119
55 119
52 118
48 118
43 116
34 114
29 114
20 111
12 109
8 107
3 104
1 104
1 99
0 97
0 97
3 92
5 90
12 83
15 80
19 76
24 71
27 67
36 62
43 55
45 52
52 45
53 41
59 34
60 31
60 27
62 19
62 17
60 12
59 10
59 6
53 5
50 1
45 0
41 0
38 0
33 1
29 1
22 6
20 8
19 12
19 20
19 26
22 40
24 46
27 53
34 66
41 74
48 83
52 88
55 92
59 95
60 97
62 100
60 100
.PEN_UP

.SEGMENT CHARACTER 84 OK "8"

.PEN_DOWN
57 113
57 113
54 116
54 118
49 118
44 120
38 120
32 118
24 118
20 116
14 116
6 112
4 112
1 107
0 105
0 104
0 97
0 94
1 92
4 88
8 86
14 80
20 75
24 72
30 67
36 62
40 59
48 49
51 43
51 41
52 35
54 28
52 27
51 17
48 12
46 11
44 8
40 4
36 3
33 1
32 0
28 1
22 3
20 4
17 8
14 14
14 20
12 30
14 38
14 43
17 52
24 64
25 68
28 75
32 80
35 83
40 89
43 92
44 92
46 96
.PEN_UP

.SEGMENT CHARACTER 85 OK "8"

.PEN_DOWN
69 118
67 118
64 118
61 118
55 120
52 120
42 120
37 120
28 118
22 116
11 113
7 112
3 108
1 107
0 102
0 101
1 96
3 94
6 88
9 85
15 78
18 75
23 69
30 63
37 58
41 53
45 47
48 44
52 37
55 33
56 25
56 20
55 17
53 12
52 9
44 4
41 3
34 1
31 1
25 0
22 1
15 4
15 4
12 9
11 14
11 22
11 26
14 41
15 44
22 53
25 58
36 71
39 74
47 82
52 83
58 91
61 94
64 96
64 97
66 101
.PEN_UP

.SEGMENT CHARACTER 86 OK "8"

.PEN_DOWN
67 116
67 118
64 118
62 118
55 120
52 120
46 118
37 118
29 116
26 116
18 115
14 113
8 111
4 108
1 106
0 103
0 101
0 98
0 95
3 90
8 85
9 83
16 77
19 75
26 69
34 64
39 57
42 54
47 47
47 42
50 36
50 26
49 21
47 16
47 13
44 8
42 6
34 1
32 0
26 0
23 0
18 1
14 3
11 8
9 11
8 18
8 23
13 41
16 46
23 57
26 62
34 72
39 75
46 85
49 87
52 93
52 93
54 96
54 98
52 98
.PEN_UP

.SEGMENT CHARACTER 87 OK "8"

.PEN_DOWN
69 114
67 116
65 118
62 118
60 118
57 120
52 120
47 120
40 120
32 120
28 118
21 114
16 114
11 109
8 109
8 106
3 101
1 98
1 92
1 89
3 87
5 82
10 77
15 70
18 67
21 65
27 60
32 57
37 52
40 45
43 43
45 37
45 33
45 27
45 23
43 18
40 10
37 8
33 5
30 1
28 1
20 0
16 0
11 1
8 3
3 8
0 13
0 18
0 30
0 35
3 49
10 60
13 65
23 77
28 82
32 86
38 91
45 94
49 96
50 98
.PEN_UP

.SEGMENT CHARACTER 88 OK "8"

.PEN_DOWN
70 114
72 114
72 118
70 118
69 120
64 120
62 120
54 120
45 118
35 114
30 111
20 109
16 106
8 103
1 98
0 92
0 91
0 89
1 84
3 82
10 77
20 72
30 67
35 65
45 59
50 57
57 54
62 52
67 47
70 43
72 40
72 37
72 35
70 27
70 23
65 18
64 15
59 10
55 8
45 1
42 1
35 0
32 0
25 0
23 0
20 1
20 5
18 10
16 16
16 21
20 33
21 38
27 55
30 60
37 70
38 76
47 84
49 87
50 89
54 92
.PEN_UP

.SEGMENT CHARACTER 89 OK "8"

.PEN_DOWN
73 108
73 110
70 111
67 113
65 115
60 116
49 120
44 120
34 120
26 120
16 120
11 120
3 120
1 118
0 116
0 113
0 110
0 108
3 103
6 98
11 93
18 88
21 82
26 75
27 72
32 64
36 57
36 52
41 42
42 34
42 27
44 24
44 18
42 13
42 9
39 4
32 1
31 1
26 0
19 0
14 3
11 3
8 8
4 16
4 18
3 31
4 42
6 47
9 59
16 70
21 75
31 82
37 88
42 92
46 93
50 96
54 100
55 101
57 103
55 106
.PEN_UP

.SEGMENT CHARACTER 90 OK "9"

.PEN_DOWN
68 77
69 78
71 82
73 87
73 91
73 96
73 102
73 109
73 111
69 114
68 116
64 120
62 120
59 120
48 118
44 118
39 114
30 111
26 107
23 103
10 93
8 87
5 78
3 75
1 71
0 64
0 59
0 55
3 50
3 48
8 44
10 44
14 42
19 44
25 46
28 48
39 53
42 55
46 59
53 68
55 69
57 73
57 75
59 77
59 77
57 73
57 71
55 64
53 60
51 55
48 41
48 35
48 26
48 21
46 17
46 8
46 7
46 3
48 1
48 0
.PEN_UP

.SEGMENT CHARACTER 91 OK "9"

.PEN_DOWN
73 66
73 68
75 73
77 75
78 82
78 89
80 92
80 99
78 106
77 108
75 113
73 116
70 118
66 120
60 120
53 118
46 116
39 113
34 111
27 106
22 101
17 96
12 87
10 84
5 77
1 66
1 63
0 58
0 53
0 51
1 48
3 44
5 42
8 42
13 42
15 42
24 44
30 48
34 48
41 51
46 56
51 60
56 63
56 65
60 68
60 72
61 73
60 70
58 65
58 61
56 53
54 46
53 41
53 29
51 20
51 17
51 8
53 3
53 3
53 0
.PEN_UP

.SEGMENT CHARACTER 92 OK "9"

.PEN_DOWN
60 80
62 82
62 83
66 89
66 92
68 98
68 103
66 107
66 110
63 113
63 115
59 118
56 120
53 120
47 120
42 118
33 115
28 112
19 106
13 103
7 95
6 91
4 88
1 75
0 72
0 65
0 62
1 56
3 53
7 50
10 48
13 48
19 50
22 51
30 56
34 59
44 68
47 72
53 78
54 80
56 86
57 88
57 86
53 83
53 78
51 71
51 66
48 56
48 51
47 36
47 33
45 28
45 21
45 19
44 13
44 12
44 7
45 4
44 1
44 0
.PEN_UP

.SEGMENT CHARACTER 93 OK "9"

.PEN_DOWN
75 53
75 57
77 60
81 68
81 72
83 75
84 86
84 90
84 97
84 101
83 105
81 110
79 114
75 118
73 120
70 120
62 120
59 120
44 116
38 116
33 114
24 107
22 103
12 94
11 90
7 84
0 72
0 68
0 59
0 57
1 53
3 49
5 48
14 48
18 48
22 48
31 51
35 53
44 57
49 59
53 60
62 68
64 68
68 72
70 73
70 73
68 70
66 66
62 59
62 53
60 49
57 35
55 31
55 24
55 20
55 14
55 9
55 7
55 1
57 0
.PEN_UP

.SEGMENT CHARACTER 94 OK "9"

.PEN_DOWN
71 73
71 74
71 77
73 81
73 85
73 88
74 95
74 101
74 104
73 109
71 110
67 115
63 118
59 120
52 118
49 118
42 115
37 113
29 109
21 102
18 98
10 88
9 85
4 77
1 68
0 65
0 59
0 57
3 52
4 52
10 49
17 49
20 49
28 52
31 52
42 57
46 62
49 65
52 68
54 70
57 77
57 79
59 82
59 85
59 87
59 82
59 81
57 74
56 68
56 63
54 52
54 46
52 37
52 32
52 21
51 14
51 12
51 7
49 3
49 0
.PEN_UP

.SEGMENT CHARACTER 95 OK "9"

.PEN_DOWN
70 71
70 73
70 73
71 77
73 81
74 85
76 90
76 96
76 99
74 104
73 107
71 110
67 116
65 116
60 118
56 120
49 120
45 118
29 113
24 110
17 104
12 101
9 96
4 88
3 85
0 74
0 70
1 65
1 63
6 59
6 57
12 56
17 56
20 57
26 59
28 60
34 63
40 67
43 71
45 73
48 77
48 79
49 82
48 77
46 74
43 68
42 63
40 56
38 49
35 37
34 32
34 28
32 20
32 17
31 9
31 6
31 3
29 3
29 0
29 0
.PEN_UP

.SEGMENT CHARACTER 96 OK "9"

.PEN_DOWN
67 71
69 74
69 75
69 80
71 82
72 86
72 90
72 99
72 102
72 105
69 110
69 112
64 118
61 120
55 120
52 120
48 120
42 120
37 118
30 112
25 108
15 99
12 94
7 91
1 78
0 74
0 67
0 64
0 60
1 58
1 56
7 53
11 53
15 53
18 55
26 58
30 58
42 64
45 66
48 69
52 74
53 74
58 78
58 80
56 77
55 74
53 71
52 64
50 61
47 48
45 44
44 36
44 33
44 28
42 17
41 14
41 9
41 6
41 3
41 0
.PEN_UP

.SEGMENT CHARACTER 97 OK "9"

.PEN_DOWN
60 75
62 77
64 78
65 82
65 83
67 87
67 88
69 93
70 95
70 98
70 101
70 103
69 108
65 111
62 115
60 116
57 118
50 120
47 120
34 116
31 115
21 108
18 106
14 103
8 95
4 92
1 78
0 77
0 70
0 69
1 65
4 62
8 60
14 60
18 62
26 64
29 65
37 70
44 73
47 77
50 80
52 82
54 85
55 87
55 87
54 85
52 83
50 77
49 73
46 64
42 52
41 42
39 36
37 31
36 21
36 18
32 9
32 8
31 1
31 0
.PEN_UP

.SEGMENT CHARACTER 98 OK "9"

.PEN_DOWN
53 75
53 77
53 78
54 84
56 85
56 90
58 92
58 101
58 104
56 109
54 111
54 114
51 116
48 120
44 120
41 120
34 120
32 118
25 114
18 109
10 102
6 97
3 94
0 87
0 82
0 72
0 70
3 66
5 65
10 63
13 63
18 65
27 66
32 66
41 72
46 73
53 78
60 84
63 87
65 89
66 92
66 94
65 92
63 89
61 85
60 78
58 72
56 63
54 56
54 46
54 41
53 36
53 24
51 20
51 13
51 10
51 5
51 3
51 0
51 0
.PEN_UP

.SEGMENT CHARACTER 99 OK "9"

.PEN_DOWN
60 84
61 86
63 89
63 90
64 93
64 96
64 101
64 106
64 107
61 113
60 115
56 116
53 120
50 120
44 120
38 118
32 115
29 113
21 110
15 104
12 101
4 93
4 90
1 84
0 78
0 76
1 67
1 66
4 63
6 61
12 61
18 61
24 63
30 66
32 67
38 72
43 76
44 80
47 87
49 89
49 92
47 93
46 89
44 86
44 83
43 76
41 69
40 63
38 53
38 50
35 38
33 33
32 26
30 21
29 15
27 9
26 6
26 1
26 0
24 0
.PEN_UP

