.VERSION 1.0
7952 -398
7950 -509
7966 -623
7986 -720
8002 -792
.PEN_UP
.PEN_DOWN
7655 -340
7686 -340
7788 -337
7930 -315
8077 -292
8197 -292
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
10112 -478
10112 -463
10116 -470
10131 -546
10142 -658
10150 -779
10169 -888
.PEN_UP
.PEN_DOWN
9676 -418
9695 -421
9755 -440
9898 -452
10112 -444
10330 -418
10492 -388
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
13626 -283
13621 -344
13613 -466
13621 -622
13643 -766
.PEN_UP
.PEN_DOWN
13147 -287
13230 -287
13400 -300
13634 -287
.PEN_UP
.PEN_DOWN
13600 -331
13569 -305
13569 -296
13569 -287
13643 -266
13730 -266
13800 -274
13856 -266
13908 -266
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
10569 -262
10576 -262
10658 -282
10821 -312
11036 -318
11231 -348
.PEN_UP
.PEN_DOWN
10884 -371
10897 -431
10927 -534
10963 -659
10996 -762
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3076 -922
3071 -919
3073 -897
3071 -840
3073 -746
3076 -632
3071 -521
3071 -446
3076 -407
.PEN_UP
.PEN_DOWN
3346 -397
3346 -397
3332 -399
3278 -413
3190 -421
3112 -416
3012 -408
2918 -402
2846 -405
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6511 -196
6503 -188
6505 -188
6539 -182
6589 -177
6664 -157
6753 -136
6837 -124
6910 -116
6968 -102
7003 -102
.PEN_UP
.PEN_DOWN
6718 -661
6718 -661
6726 -661
6726 -647
6718 -593
6716 -520
6718 -456
6716 -374
6712 -306
6708 -266
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2791 -332
2796 -324
2819 -313
2869 -306
2949 -293
3057 -273
3157 -264
3243 -265
3312 -271
.PEN_UP
.PEN_DOWN
3026 -331
3026 -334
3026 -339
3022 -364
3019 -405
3019 -477
3016 -572
3012 -664
3010 -727
3010 -764
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3543 -298
3543 -298
3543 -298
3566 -293
3613 -282
3697 -271
3817 -254
3959 -246
4111 -256
4202 -271
4242 -279
.PEN_UP
.PEN_DOWN
3800 -745
3804 -746
3809 -732
3812 -696
3813 -628
3817 -539
3825 -447
3830 -379
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5919 -226
5911 -232
5907 -232
5899 -232
5899 -229
5916 -222
5962 -208
6047 -184
6153 -152
6241 -130
6311 -118
6364 -114
6399 -111
.PEN_UP
.PEN_DOWN
6074 -641
6074 -644
6074 -644
6080 -630
6082 -594
6089 -532
6092 -443
6092 -355
6100 -295
6103 -253
6100 -229
6103 -226
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4016 -416
4013 -411
4013 -403
4025 -388
4052 -373
4122 -353
4233 -332
4348 -324
4454 -317
4538 -312
.PEN_UP
.PEN_DOWN
4266 -812
4276 -797
4281 -760
4288 -688
4293 -596
4285 -499
4280 -420
4285 -378
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4075 -655
4075 -655
4078 -655
4081 -636
4083 -600
4081 -533
4083 -447
4081 -353
4075 -277
4073 -235
4073 -213
4073 -208
.PEN_UP
.PEN_DOWN
3855 -185
3840 -194
3829 -196
3832 -193
3863 -187
3938 -172
4039 -161
4134 -160
4228 -161
4316 -160
4379 -155
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5959 -294
5951 -294
5948 -291
5956 -280
5987 -270
6059 -253
6177 -235
6308 -214
6419 -205
6509 -199
6576 -197
.PEN_UP
.PEN_DOWN
6272 -697
6255 -688
6239 -682
6228 -674
6225 -650
6232 -602
6233 -534
6241 -443
6247 -368
6252 -325
6252 -308
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3174 -269
3150 -266
3147 -263
3166 -262
3215 -259
3306 -255
3426 -244
3581 -231
3666 -228
3782 -232
.PEN_UP
.PEN_DOWN
3379 -720
3379 -728
3379 -727
3385 -689
3397 -621
3408 -524
3415 -423
3412 -349
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6191 -294
6186 -287
6191 -276
6219 -267
6284 -252
6383 -228
6496 -204
6601 -184
6686 -165
.PEN_UP
.PEN_DOWN
6405 -750
6405 -750
6402 -737
6396 -695
6402 -604
6411 -496
6420 -390
6439 -317
6442 -269
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2903 -182
2900 -178
2893 -182
2881 -231
2863 -339
2842 -483
2819 -624
2810 -737
2810 -791
.PEN_UP
.PEN_DOWN
3161 -211
3134 -204
3063 -186
2948 -154
2809 -122
2688 -98
2610 -81
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2812 -119
2808 -156
2799 -250
2784 -411
2768 -585
2767 -729
.PEN_UP
.PEN_DOWN
3143 -135
3085 -122
2971 -106
2812 -99
2643 -95
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2202 -221
2204 -269
2207 -375
2200 -521
2182 -655
2172 -743
.PEN_UP
.PEN_DOWN
2486 -248
2450 -238
2371 -223
2255 -207
2126 -200
2018 -197
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
3961 -490
4034 -427
4078 -377
4103 -345
4113 -342
4121 -373
4131 -454
4133 -574
4128 -696
4120 -793
4117 -848
.PEN_UP
.PEN_DOWN
4389 -360
4388 -360
4366 -367
4310 -381
4207 -386
4064 -376
3923 -362
3829 -350
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2222 -397
2255 -380
2341 -362
2480 -354
2642 -351
2779 -362
.PEN_UP
.PEN_DOWN
2508 -499
2511 -470
2521 -450
2531 -465
2543 -542
2543 -656
2544 -762
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
5331 -107
5432 -97
5623 -84
5844 -88
.PEN_UP
.PEN_DOWN
5660 -184
5660 -187
5657 -221
5649 -308
5637 -442
5626 -584
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
2432 -429
2435 -484
2437 -585
2445 -685
.PEN_UP
.PEN_DOWN
2086 -473
2124 -463
2260 -450
2419 -444
2592 -439
2708 -430
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
4244 -459
4247 -486
4255 -552
4270 -646
4288 -728
.PEN_UP
.PEN_DOWN
3986 -435
4004 -432
4102 -421
4244 -424
4409 -427
4518 -428
.PEN_UP

.SEGMENT CHARACTER ? OK "T"
.PEN_DOWN
6095 -521
6113 -517
6216 -500
6434 -482
6704 -469
.PEN_UP
.PEN_DOWN
6574 -511
6578 -526
6580 -594
6580 -716
6603 -856
6634 -969
.PEN_UP
